meal_id,meal_name,meal_time,diet_type,meal_type,suitable_for,calories,protein,carbs,fats,fiber_g,glycemic_index,prep_time_min,is_gluten_free,is_diabetic_friendly,portion,scalable
217,Nutri Nuggets Stir Fry,Dinner,Non-Veg,Surplus,Weight Loss,233,11.7,53.6,12,7.9,Medium,16,No,Yes,1 × Nutri Nuggets Stir Fry + 1 × Salad,No
218,Pesarattu + Peanut Chutney,Breakfast,Veg,Deficit,Toning,343,7.7,32.8,6.4,4.6,Medium,14,No,No,1 × Pesarattu + Peanut Chutney + 1 × Fruit Bowl,Yes
219,Apple Almond Porridge,Breakfast,Veg,Balanced,"Toning,Weight Loss",228,9.4,53.7,20.7,13.4,Medium,20,Yes,No,1 × Apple Almond Porridge + 1 × Green Tea,No
220,Chickpea + Avocado Toast,Dinner,Non-Veg,Balanced,"Weight Loss,Weight Gain",488,32.6,65.3,3.5,13.5,Medium,23,No,No,1 × Chickpea + Avocado Toast + 1 × Lassi,Yes
221,Vegetable Stew + Brown Bread,Dinner,Veg,Surplus,"Toning,Weight Gain",541,31.5,33,3.2,11.2,Medium,16,Yes,No,1 × Vegetable Stew + Brown Bread + 1 × Coffee,Yes
222,Spinach Corn Rotis,Dinner,Non-Veg,Balanced,"Toning,Yoga",211,19.9,60.4,2.7,12.5,Low,20,Yes,No,1 × Spinach Corn Rotis + 1 × Green Tea,Yes
223,Grilled Fish + Quinoa,Breakfast,Non-Veg,Surplus,Weight Loss,335,26.4,36.8,19.4,5.5,Low,27,No,No,1 × Grilled Fish + Quinoa + 1 × Fruit Bowl,No
224,Pesarattu + Peanut Chutney,Lunch,Non-Veg,Deficit,Weight Loss,414,26.1,46.7,15.2,6.9,High,20,No,No,1 × Pesarattu + Peanut Chutney + 1 × Chutney,No
225,Quinoa Veg Salad,Snack,Non-Veg,Deficit,Toning,506,24.4,29.8,10.1,10.3,Low,23,Yes,No,1 × Quinoa Veg Salad + 1 × Herbal Tea,Yes
226,Tandoori Chicken Salad,Snack,Non-Veg,Deficit,"Toning,Weight Gain",312,16.7,74.1,9.3,6.6,Medium,19,Yes,No,1 × Tandoori Chicken Salad + 1 × Chutney,No
227,Rajma Rice,Breakfast,Veg,Surplus,"Weight Loss,Weight Gain",508,23.2,74.4,4.6,9.2,Low,28,No,Yes,1 × Rajma Rice + 1 × Soup,Yes
228,Sprouts Poha,Breakfast,Veg,Deficit,Weight Loss,634,29.8,30.2,13.3,6.6,High,8,No,No,1 × Sprouts Poha + 1 × Coffee,Yes
229,Grilled Fish + Quinoa,Breakfast,Veg,Surplus,Yoga,536,15.1,40.5,8.1,5.7,High,25,No,No,1 × Grilled Fish + Quinoa + 1 × Fruit Bowl,Yes
230,Vegetable Stew + Brown Bread,Breakfast,Non-Veg,Surplus,"Weight Gain,Toning",441,11.7,62.3,5.2,3.1,High,32,No,Yes,1 × Vegetable Stew + Brown Bread + 1 × Green Tea,No
231,Apple Almond Porridge,Dinner,Non-Veg,Deficit,"Yoga,Weight Gain",637,15.9,72.7,7.6,7.1,Low,15,Yes,No,1 × Apple Almond Porridge + 1 × Coffee,No
232,Multigrain Paratha + Dahi,Breakfast,Veg,Surplus,"Weight Gain,Weight Loss",379,17.5,34.6,10,8.5,High,20,Yes,No,1 × Multigrain Paratha + Dahi + 1 × Green Tea,Yes
233,Chana Salad,Breakfast,Non-Veg,Balanced,"Weight Gain,Toning",421,35.7,68.9,5.8,11.1,Medium,11,No,Yes,1 × Chana Salad + 1 × Salad,Yes
234,Oats Upma + Vegetables,Snack,Non-Veg,Balanced,"Weight Loss,Yoga",424,26.9,60.3,11.9,5.4,High,14,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Soup,No
235,Tandoori Chicken Salad,Lunch,Non-Veg,Deficit,"Weight Gain,Weight Loss",659,24.9,39.2,10.8,4.2,Low,28,No,Yes,1 × Tandoori Chicken Salad + 1 × w/ Curd,No
236,Mixed Dal Dosa,Lunch,Veg,Deficit,Weight Loss,511,14.6,60.2,7.1,5.8,Medium,18,No,No,1 × Mixed Dal Dosa + 1 × Herbal Tea,Yes
237,Oats Upma + Vegetables,Dinner,Non-Veg,Balanced,"Weight Loss,Yoga",318,30.2,34.1,11.8,5.9,Low,27,Yes,No,1 × Oats Upma + Vegetables + 1 × Lassi,No
238,Ragi Idli + Sambar,Snack,Veg,Surplus,Yoga,493,18,28.5,4.5,12.2,High,21,Yes,No,1 × Ragi Idli + Sambar + 1 × Herbal Tea,No
239,Lentil Roll,Snack,Non-Veg,Balanced,"Yoga,Weight Gain",251,20.1,70.4,13,9.7,High,30,Yes,No,1 × Lentil Roll + 1 × Soup,Yes
240,Sprouts Poha,Dinner,Non-Veg,Surplus,Weight Gain,285,8.2,37,6,8.8,Low,29,Yes,No,1 × Sprouts Poha + 1 × w/ Curd,Yes
241,Nutri Nuggets Stir Fry,Breakfast,Non-Veg,Balanced,Yoga,482,9.8,61.4,23.5,8.6,High,24,No,No,1 × Nutri Nuggets Stir Fry + 1 × Salad,No
242,Chana Salad,Breakfast,Non-Veg,Deficit,Weight Gain,314,35.6,70.5,5.5,6.9,High,18,Yes,No,1 × Chana Salad + 1 × Coffee,Yes
243,Oats Upma + Vegetables,Breakfast,Non-Veg,Surplus,Weight Gain,580,24.6,78.6,16.5,13,High,10,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Lassi,Yes
244,Bottle Gourd Curry + Rice,Lunch,Veg,Surplus,Weight Gain,302,34.1,66.8,20.7,6.6,Low,14,Yes,No,1 × Bottle Gourd Curry + Rice + 1 × Coffee,No
245,Ragi Idli + Sambar,Lunch,Veg,Balanced,Weight Gain,236,26.6,75.2,14.9,6.9,Medium,10,No,Yes,1 × Ragi Idli + Sambar + 1 × Coffee,No
246,Mixed Dal Dosa,Lunch,Non-Veg,Balanced,Yoga,367,27.7,65.8,11.3,4.2,Medium,13,No,No,1 × Mixed Dal Dosa + 1 × Soup,Yes
247,Lentil Roll,Dinner,Veg,Surplus,Weight Loss,568,12.1,35.9,14.7,4.2,Low,15,No,No,1 × Lentil Roll + 1 × Coffee,No
248,Spinach Corn Rotis,Dinner,Non-Veg,Deficit,Weight Gain,266,7.4,58,9.6,5.6,Low,27,Yes,Yes,1 × Spinach Corn Rotis + 1 × Herbal Tea,No
249,Chana Salad,Snack,Non-Veg,Deficit,Weight Loss,280,10.5,35,11.5,12.5,High,23,No,No,1 × Chana Salad + 1 × Lassi,No
250,Carrot Beet Pancake,Lunch,Veg,Deficit,Weight Loss,658,28.5,44.4,20.8,11.1,High,29,Yes,No,1 × Carrot Beet Pancake + 1 × Herbal Tea,Yes
251,Curd Rice + Fruit Bowl,Breakfast,Veg,Balanced,Toning,445,25.4,39.3,23,13.5,Low,10,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × Lassi,No
252,Nutri Nuggets Stir Fry,Breakfast,Non-Veg,Deficit,"Yoga,Weight Loss",233,12.9,29.4,15.5,5.7,High,14,No,No,1 × Nutri Nuggets Stir Fry + 1 × Lassi,Yes
253,Nutri Nuggets Stir Fry,Breakfast,Non-Veg,Deficit,"Toning,Yoga",333,33.3,36.8,21.9,4.4,Low,26,No,No,1 × Nutri Nuggets Stir Fry + 1 × Dry Fruits,No
254,Grilled Fish + Quinoa,Dinner,Non-Veg,Balanced,Yoga,472,26.9,49.6,16.8,10,Medium,20,No,No,1 × Grilled Fish + Quinoa + 1 × Salad,No
255,Masoor Dal Curry,Lunch,Non-Veg,Surplus,"Yoga,Toning",321,34.3,65.2,4.5,3.9,High,8,No,Yes,1 × Masoor Dal Curry + 1 × Green Tea,Yes
256,Chana Salad,Dinner,Non-Veg,Balanced,"Toning,Weight Loss",447,12.9,43.7,19.6,3.8,Low,29,No,No,1 × Chana Salad + 1 × Soup,No
257,Vegetable Stew + Brown Bread,Snack,Veg,Deficit,"Weight Gain,Toning",668,26.9,40.1,12.7,5.7,Medium,8,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Herbal Tea,Yes
258,Chicken Broccoli Salad,Breakfast,Veg,Deficit,"Yoga,Toning",544,19.2,74.8,21.8,7.9,High,12,Yes,Yes,1 × Chicken Broccoli Salad + 1 × Soup,Yes
259,Apple Almond Porridge,Lunch,Veg,Deficit,Weight Gain,611,23.8,70.7,7.4,3.5,High,14,Yes,Yes,1 × Apple Almond Porridge + 1 × Coffee,No
260,Bottle Gourd Curry + Rice,Snack,Veg,Surplus,"Weight Loss,Weight Gain",323,26.1,61,14.9,2.7,High,20,Yes,Yes,1 × Bottle Gourd Curry + Rice + 1 × Fruit Bowl,Yes
261,Egg White Omelette + Sprouts,Breakfast,Non-Veg,Balanced,"Toning,Weight Loss",284,11.5,52.1,6.7,8.6,Medium,24,Yes,No,1 × Egg White Omelette + Sprouts + 1 × Coffee,No
262,Carrot Beet Pancake,Dinner,Veg,Surplus,Weight Gain,217,22.9,45.7,13.8,8.3,Medium,8,No,Yes,1 × Carrot Beet Pancake + 1 × Herbal Tea,Yes
263,Rajma Rice,Lunch,Veg,Balanced,"Toning,Yoga",424,31.8,33.7,14.1,13.3,Low,22,Yes,No,1 × Rajma Rice + 1 × Herbal Tea,Yes
264,Lentil Roll,Breakfast,Veg,Balanced,Yoga,629,14.1,48.2,13,11.1,Low,14,No,Yes,1 × Lentil Roll + 1 × Fruit Bowl,No
265,Pesarattu + Peanut Chutney,Breakfast,Veg,Surplus,"Weight Loss,Weight Gain",297,26.4,43.1,11.1,7.1,Medium,27,No,Yes,1 × Pesarattu + Peanut Chutney + 1 × Lassi,No
266,Palak Corn Sandwich,Dinner,Veg,Balanced,Weight Gain,210,15.1,54.1,21.4,2.7,Medium,29,No,No,1 × Palak Corn Sandwich + 1 × Chutney,Yes
267,Quinoa Veg Salad,Snack,Veg,Deficit,Toning,458,32,68.3,10.5,4.8,High,11,Yes,No,1 × Quinoa Veg Salad + 1 × Green Tea,No
268,Vegetable Stew + Brown Bread,Dinner,Non-Veg,Surplus,Weight Gain,333,8.7,62.3,22.8,5.5,High,27,No,Yes,1 × Vegetable Stew + Brown Bread + 1 × Salad,No
269,Tandoori Chicken Salad,Breakfast,Non-Veg,Surplus,"Toning,Yoga",442,36.5,42.8,13,8.5,Medium,22,Yes,No,1 × Tandoori Chicken Salad + 1 × Lassi,Yes
270,Sweet Potato Chaat,Snack,Veg,Surplus,Yoga,513,19,26.1,10.5,8.7,Low,27,Yes,No,1 × Sweet Potato Chaat + 1 × Herbal Tea,No
271,Paneer Tikka Wrap,Snack,Non-Veg,Balanced,Weight Loss,261,11.4,65.3,5.3,13.4,Low,23,Yes,No,1 × Paneer Tikka Wrap + 1 × w/ Curd,Yes
272,Quinoa Veg Salad,Snack,Non-Veg,Deficit,Yoga,328,27.7,68.5,4.8,12.4,Medium,16,No,No,1 × Quinoa Veg Salad + 1 × Chutney,No
273,Mixed Dal Dosa,Lunch,Veg,Deficit,Weight Gain,369,23.2,57.9,18.1,9.9,High,12,No,No,1 × Mixed Dal Dosa + 1 × Coffee,Yes
274,Nutri Nuggets Stir Fry,Dinner,Non-Veg,Surplus,"Toning,Weight Gain",482,24.1,74.2,20.7,10.5,High,13,Yes,Yes,1 × Nutri Nuggets Stir Fry + 1 × Salad,Yes
275,Vegetable Stew + Brown Bread,Breakfast,Non-Veg,Surplus,"Weight Gain,Yoga",611,17,72.3,18.8,5.9,High,20,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Fruit Bowl,Yes
276,Spinach Corn Rotis,Dinner,Non-Veg,Deficit,Yoga,484,9.1,24.7,22.9,5.1,High,24,Yes,No,1 × Spinach Corn Rotis + 1 × Dry Fruits,Yes
277,Ragi Idli + Sambar,Lunch,Veg,Balanced,Weight Gain,315,16.9,44.5,21.7,5.2,Medium,32,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Chutney,No
278,Spinach Corn Rotis,Breakfast,Veg,Balanced,Yoga,489,11.1,51.9,5.3,2.5,High,29,No,No,1 × Spinach Corn Rotis + 1 × Dry Fruits,Yes
279,Chana Salad,Breakfast,Veg,Surplus,Weight Gain,562,26.7,62.8,3.6,3.5,Low,17,No,Yes,1 × Chana Salad + 1 × Chutney,No
280,Egg Tomato Bhurji,Breakfast,Veg,Balanced,"Toning,Weight Loss",585,16.3,33.3,14.2,11.5,Low,31,Yes,No,1 × Egg Tomato Bhurji + 1 × Green Tea,No
281,Bottle Gourd Curry + Rice,Lunch,Non-Veg,Surplus,"Weight Gain,Weight Loss",372,29.6,48,9.7,7.4,Medium,9,No,Yes,1 × Bottle Gourd Curry + Rice + 1 × w/ Curd,Yes
282,Masoor Dal Curry,Dinner,Veg,Deficit,Yoga,369,16.2,71.6,13.1,13.6,Low,32,No,No,1 × Masoor Dal Curry + 1 × Fruit Bowl,Yes
283,Paneer Tikka Wrap,Snack,Non-Veg,Deficit,Yoga,513,17.1,52.7,16.6,5,High,14,Yes,Yes,1 × Paneer Tikka Wrap + 1 × Soup,Yes
284,Mixed Dal Dosa,Breakfast,Non-Veg,Surplus,"Yoga,Toning",483,10.5,55.2,6.1,10.1,Low,10,Yes,Yes,1 × Mixed Dal Dosa + 1 × Salad,No
285,Ragi Idli + Sambar,Snack,Veg,Balanced,"Weight Gain,Toning",539,31.4,39.9,23.6,3.3,Medium,10,Yes,No,1 × Ragi Idli + Sambar + 1 × Soup,Yes
286,Apple Almond Porridge,Lunch,Veg,Deficit,"Weight Gain,Yoga",337,23.1,58.8,7.6,13.3,Low,26,Yes,No,1 × Apple Almond Porridge + 1 × Fruit Bowl,Yes
287,Palak Corn Sandwich,Dinner,Veg,Surplus,Weight Loss,509,36.9,28,8.3,3.5,Medium,29,Yes,No,1 × Palak Corn Sandwich + 1 × Lassi,No
288,Moong Dal Cheela,Breakfast,Veg,Surplus,Weight Gain,447,14.7,54.1,12.4,10.1,Medium,21,No,No,1 × Moong Dal Cheela + 1 × Green Tea,No
289,Sweet Potato Chaat,Lunch,Non-Veg,Surplus,"Weight Loss,Toning",501,7.6,35.7,8.5,12.5,Medium,11,No,Yes,1 × Sweet Potato Chaat + 1 × Coffee,Yes
290,Sprouts Poha,Snack,Non-Veg,Balanced,Yoga,669,15.3,33.3,21.8,7.6,Medium,17,No,No,1 × Sprouts Poha + 1 × Dry Fruits,Yes
291,Lentil Roll,Dinner,Non-Veg,Deficit,Yoga,476,28.1,73.9,12.5,3.8,Medium,22,Yes,Yes,1 × Lentil Roll + 1 × Fruit Bowl,No
292,Grilled Fish + Quinoa,Breakfast,Non-Veg,Deficit,Weight Loss,611,13.3,56.6,16.7,6.7,Low,23,No,No,1 × Grilled Fish + Quinoa + 1 × Soup,Yes
293,Multigrain Paratha + Dahi,Breakfast,Non-Veg,Balanced,Yoga,576,13.2,70.2,6.1,6.6,High,8,Yes,Yes,1 × Multigrain Paratha + Dahi + 1 × Green Tea,No
294,Apple Almond Porridge,Breakfast,Non-Veg,Surplus,Yoga,666,31.9,24.1,20.7,3.7,High,17,Yes,Yes,1 × Apple Almond Porridge + 1 × Salad,Yes
295,Mixed Dal Dosa,Dinner,Non-Veg,Deficit,Toning,652,7.7,46.1,21.2,9.2,Medium,23,No,No,1 × Mixed Dal Dosa + 1 × w/ Curd,No
296,Masoor Dal Curry,Snack,Non-Veg,Deficit,Weight Gain,652,10.6,25.7,19.7,9.7,Low,32,Yes,No,1 × Masoor Dal Curry + 1 × Fruit Bowl,Yes
297,Sprouts Poha,Snack,Veg,Deficit,Yoga,477,11.4,59.7,20.3,5.6,Low,21,Yes,Yes,1 × Sprouts Poha + 1 × Salad,Yes
298,Chickpea + Avocado Toast,Dinner,Non-Veg,Balanced,"Yoga,Toning",437,21.7,67.7,12.3,3.5,High,8,No,No,1 × Chickpea + Avocado Toast + 1 × Salad,Yes
299,Grilled Fish + Quinoa,Dinner,Veg,Balanced,"Toning,Yoga",213,17.7,49.3,5.3,6.7,Low,8,No,Yes,1 × Grilled Fish + Quinoa + 1 × w/ Curd,Yes
300,Chana Salad,Breakfast,Non-Veg,Deficit,Toning,298,26,42.3,19.9,6,Medium,22,Yes,No,1 × Chana Salad + 1 × Fruit Bowl,Yes
301,Chickpea + Avocado Toast,Lunch,Non-Veg,Deficit,Toning,349,16.2,54.9,19.7,4.9,High,10,Yes,Yes,1 × Chickpea + Avocado Toast + 1 × Dry Fruits,Yes
302,Quinoa Veg Salad,Dinner,Veg,Deficit,"Weight Loss,Weight Gain",229,20.4,75.3,17.9,13.4,Low,19,No,Yes,1 × Quinoa Veg Salad + 1 × Fruit Bowl,No
303,Quinoa Veg Salad,Breakfast,Veg,Deficit,"Yoga,Weight Gain",569,17.4,40.7,15.1,6.2,High,18,Yes,No,1 × Quinoa Veg Salad + 1 × Dry Fruits,No
304,Palak Corn Sandwich,Dinner,Veg,Balanced,"Yoga,Toning",469,19.2,37.8,4.4,3.8,Low,11,No,No,1 × Palak Corn Sandwich + 1 × Green Tea,Yes
305,Mixed Dal Dosa,Breakfast,Non-Veg,Balanced,"Yoga,Weight Gain",393,12.4,33.6,4.9,12.6,High,18,No,No,1 × Mixed Dal Dosa + 1 × Lassi,Yes
306,Nutri Nuggets Stir Fry,Breakfast,Non-Veg,Balanced,Yoga,456,12.1,61.4,16.6,5.9,High,29,Yes,Yes,1 × Nutri Nuggets Stir Fry + 1 × Fruit Bowl,Yes
307,Chickpea + Avocado Toast,Dinner,Veg,Surplus,"Weight Loss,Yoga",237,29.2,73.6,15.8,11.9,High,9,Yes,Yes,1 × Chickpea + Avocado Toast + 1 × Green Tea,No
308,Masoor Dal Curry,Breakfast,Non-Veg,Balanced,Toning,390,16.6,24.7,16.7,11.8,Low,17,Yes,No,1 × Masoor Dal Curry + 1 × Lassi,No
309,Multigrain Paratha + Dahi,Snack,Veg,Deficit,Toning,484,35.3,76.8,10.8,4.2,Medium,21,Yes,Yes,1 × Multigrain Paratha + Dahi + 1 × Fruit Bowl,Yes
310,Rajma Rice,Snack,Non-Veg,Deficit,Yoga,216,25.6,70.3,7.2,7.7,Low,18,No,No,1 × Rajma Rice + 1 × Soup,Yes
311,Chana Salad,Dinner,Veg,Balanced,Yoga,440,14.8,31.8,3.7,6.7,Medium,30,Yes,No,1 × Chana Salad + 1 × Chutney,Yes
312,Pumpkin Soup,Breakfast,Non-Veg,Surplus,Weight Loss,547,36,61.8,8.1,11,Medium,25,Yes,No,1 × Pumpkin Soup + 1 × w/ Curd,No
313,Spinach Corn Rotis,Dinner,Veg,Balanced,Toning,492,14.2,61.6,14.4,4,High,17,No,No,1 × Spinach Corn Rotis + 1 × Fruit Bowl,No
314,Nutri Nuggets Stir Fry,Snack,Non-Veg,Deficit,Toning,635,7.9,62.7,10.5,8.2,Medium,9,Yes,No,1 × Nutri Nuggets Stir Fry + 1 × Chutney,No
315,Bottle Gourd Curry + Rice,Breakfast,Veg,Deficit,"Weight Loss,Toning",197,10.7,27.8,6.8,10.8,High,13,Yes,No,1 × Bottle Gourd Curry + Rice + 1 × Lassi,No
316,Quinoa Veg Salad,Snack,Non-Veg,Deficit,"Yoga,Toning",268,33.7,26.1,6.7,5.1,Low,32,No,Yes,1 × Quinoa Veg Salad + 1 × Herbal Tea,Yes
317,Tandoori Chicken Salad,Breakfast,Veg,Deficit,"Toning,Yoga",510,16.8,43.8,17.2,9.7,High,29,No,No,1 × Tandoori Chicken Salad + 1 × w/ Curd,No
318,Tandoori Chicken Salad,Dinner,Veg,Deficit,"Yoga,Weight Loss",258,15.7,27.2,5.9,9.9,Medium,29,No,No,1 × Tandoori Chicken Salad + 1 × Dry Fruits,No
319,Vegetable Stew + Brown Bread,Dinner,Veg,Surplus,"Weight Loss,Weight Gain",389,28.8,78.9,13.9,13.8,Medium,30,Yes,No,1 × Vegetable Stew + Brown Bread + 1 × Chutney,No
320,Oats Upma + Vegetables,Snack,Non-Veg,Deficit,"Toning,Weight Gain",222,9.8,73.5,5.9,11.4,Medium,29,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Coffee,No
321,Pesarattu + Peanut Chutney,Dinner,Non-Veg,Balanced,"Yoga,Toning",321,24.6,68.4,13.7,6.6,Medium,25,Yes,Yes,1 × Pesarattu + Peanut Chutney + 1 × Lassi,Yes
322,Chicken Broccoli Salad,Snack,Non-Veg,Deficit,Yoga,180,36.3,49.1,12.3,6.1,Low,19,Yes,No,1 × Chicken Broccoli Salad + 1 × Dry Fruits,No
323,Moong Dal Cheela,Snack,Veg,Balanced,"Weight Gain,Yoga",547,32.4,64.1,13.1,4.5,Low,28,Yes,No,1 × Moong Dal Cheela + 1 × Coffee,Yes
324,Mixed Dal Dosa,Lunch,Veg,Deficit,Toning,598,11.6,49.1,8.3,9.5,High,9,No,No,1 × Mixed Dal Dosa + 1 × Lassi,Yes
325,Mixed Dal Dosa,Breakfast,Non-Veg,Surplus,Weight Loss,499,11.4,66.2,7.5,10.9,Low,16,No,No,1 × Mixed Dal Dosa + 1 × Salad,No
326,Multigrain Paratha + Dahi,Lunch,Non-Veg,Surplus,"Toning,Yoga",653,12.2,50.4,18.3,9.6,High,27,Yes,Yes,1 × Multigrain Paratha + Dahi + 1 × Soup,No
327,Ragi Idli + Sambar,Dinner,Veg,Balanced,Toning,372,16.2,42,11.8,11.6,High,31,No,Yes,1 × Ragi Idli + Sambar + 1 × Dry Fruits,Yes
328,Carrot Beet Pancake,Snack,Veg,Balanced,"Weight Loss,Toning",476,25.2,67.1,8.8,5.2,Medium,31,Yes,Yes,1 × Carrot Beet Pancake + 1 × Coffee,No
329,Soya Chaap Curry + Rice,Breakfast,Non-Veg,Balanced,"Yoga,Toning",617,19.4,26.2,19,10.1,High,27,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Dry Fruits,No
330,Multigrain Paratha + Dahi,Breakfast,Non-Veg,Balanced,"Yoga,Weight Gain",473,10.5,42.9,8.3,7.3,High,8,Yes,Yes,1 × Multigrain Paratha + Dahi + 1 × Chutney,Yes
331,Lentil Roll,Breakfast,Veg,Surplus,Yoga,394,34.1,50.6,16.4,11.6,Low,24,No,No,1 × Lentil Roll + 1 × Fruit Bowl,No
332,Chana Salad,Dinner,Veg,Balanced,"Weight Loss,Toning",658,28.9,33.2,14.1,2.6,Medium,21,Yes,Yes,1 × Chana Salad + 1 × Lassi,Yes
333,Pumpkin Soup,Breakfast,Non-Veg,Deficit,"Toning,Weight Loss",595,23.9,32.8,11.5,6.6,Medium,32,Yes,No,1 × Pumpkin Soup + 1 × Soup,No
334,Egg White Omelette + Sprouts,Dinner,Non-Veg,Surplus,Weight Gain,622,36.6,29.4,23.1,6.1,High,27,No,No,1 × Egg White Omelette + Sprouts + 1 × Salad,Yes
335,Mixed Dal Dosa,Lunch,Non-Veg,Balanced,"Yoga,Toning",611,23.7,68.9,2.6,14,High,32,No,No,1 × Mixed Dal Dosa + 1 × Fruit Bowl,Yes
336,Paneer Tikka Wrap,Snack,Veg,Deficit,Weight Loss,552,16.4,48.3,6.6,13.7,High,23,Yes,No,1 × Paneer Tikka Wrap + 1 × Coffee,Yes
337,Egg White Omelette + Sprouts,Snack,Veg,Deficit,Toning,551,22.8,40,6.8,13.4,High,20,Yes,Yes,1 × Egg White Omelette + Sprouts + 1 × Lassi,Yes
338,Lentil Roll,Snack,Non-Veg,Surplus,"Yoga,Toning",577,16.6,56.1,18.2,6.5,High,18,Yes,Yes,1 × Lentil Roll + 1 × Green Tea,No
339,Lentil Roll,Breakfast,Veg,Deficit,"Yoga,Weight Gain",663,19.9,54.9,16.1,4.8,Medium,8,No,Yes,1 × Lentil Roll + 1 × w/ Curd,Yes
340,Soya Chaap Curry + Rice,Breakfast,Non-Veg,Surplus,"Weight Gain,Weight Loss",275,12.2,26.7,13.8,7,Medium,26,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Coffee,Yes
341,Carrot Beet Pancake,Breakfast,Veg,Balanced,"Weight Loss,Weight Gain",250,21.9,46.7,18.7,6.3,Low,23,No,Yes,1 × Carrot Beet Pancake + 1 × w/ Curd,Yes
342,Chickpea + Avocado Toast,Snack,Veg,Deficit,Toning,650,14.3,36.4,3.6,13.4,High,18,No,No,1 × Chickpea + Avocado Toast + 1 × Coffee,Yes
343,Paneer Tikka Wrap,Dinner,Veg,Deficit,Weight Gain,624,18.1,78.2,15.1,4,High,17,No,Yes,1 × Paneer Tikka Wrap + 1 × Salad,Yes
