meal_id,meal_name,meal_time,diet_type,meal_type,suitable_for,calories,protein,carbs,fats,fiber_g,glycemic_index,prep_time_min,is_gluten_free,is_diabetic_friendly,portion,scalable
471,Apple Almond Porridge,Dinner,Veg,Deficit,Toning,240,35.5,50,15.6,9,High,10,Yes,No,1 × Apple Almond Porridge + 1 × Fruit Bowl,Yes
472,Soya Chaap Curry + Rice,Dinner,Veg,Surplus,Weight Loss,534,36.2,49,8.9,4.2,High,14,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Dry Fruits,Yes
473,Paneer Tikka Wrap,Breakfast,Veg,Deficit,"Yoga,Weight Gain",387,35.4,75.9,9.8,6.6,Medium,19,No,Yes,1 × Paneer Tikka Wrap + 1 × w/ Curd,No
474,Bottle Gourd Curry + Rice,Dinner,Veg,Balanced,"Toning,Weight Gain",389,13.4,63.5,16.1,10.4,Low,18,No,Yes,1 × Bottle Gourd Curry + Rice + 1 × Salad,Yes
475,Rajma Rice,Breakfast,Veg,Surplus,Weight Gain,474,20.6,48.7,15.8,12.6,Medium,9,Yes,Yes,1 × Rajma Rice + 1 × Salad,No
476,Chana Salad,Breakfast,Veg,Balanced,"Weight Loss,Yoga",556,13.6,76.9,13.4,7,Low,20,No,Yes,1 × Chana Salad + 1 × Salad,No
477,Chana Salad,Dinner,Veg,Deficit,"Toning,Yoga",639,34.7,53.4,11.9,13.2,Low,20,Yes,No,1 × Chana Salad + 1 × Fruit Bowl,No
478,Mixed Fruit Parfait,Lunch,Non-Veg,Balanced,"Weight Loss,Weight Gain",577,15.7,59,5.6,11.8,Low,16,Yes,No,1 × Mixed Fruit Parfait + 1 × Dry Fruits,No
479,Tandoori Chicken Salad,Lunch,Veg,Deficit,Toning,406,32.7,73.3,11.6,10.4,Low,32,Yes,Yes,1 × Tandoori Chicken Salad + 1 × Salad,No
480,Rajma Rice,Snack,Veg,Deficit,Weight Gain,285,32.6,47.7,22.7,3,Medium,31,Yes,No,1 × Rajma Rice + 1 × Fruit Bowl,No
481,Nutri Nuggets Stir Fry,Snack,Non-Veg,Surplus,Weight Loss,329,29.6,68.9,7.1,10.9,Low,18,No,No,1 × Nutri Nuggets Stir Fry + 1 × Dry Fruits,Yes
482,Sweet Potato Chaat,Dinner,Non-Veg,Balanced,Toning,438,21.5,44.2,19.6,5.6,Low,19,Yes,No,1 × Sweet Potato Chaat + 1 × Dry Fruits,No
483,Sprouts Poha,Breakfast,Veg,Balanced,"Toning,Weight Gain",566,29.5,32,18,3,Low,12,No,No,1 × Sprouts Poha + 1 × Coffee,Yes
484,Vegetable Stew + Brown Bread,Breakfast,Veg,Surplus,"Toning,Weight Gain",187,32.3,50.2,14.4,3.9,High,26,No,No,1 × Vegetable Stew + Brown Bread + 1 × w/ Curd,Yes
485,Ragi Idli + Sambar,Dinner,Veg,Surplus,Toning,427,9,54,23.5,3.4,High,15,No,No,1 × Ragi Idli + Sambar + 1 × Green Tea,No
486,Chana Salad,Dinner,Non-Veg,Surplus,Toning,414,25.8,63.9,17.8,7.9,Low,8,Yes,Yes,1 × Chana Salad + 1 × Salad,Yes
487,Sweet Potato Chaat,Lunch,Non-Veg,Surplus,Weight Gain,618,18.3,43.3,18.7,13.6,Low,14,Yes,Yes,1 × Sweet Potato Chaat + 1 × Herbal Tea,No
488,Sweet Potato Chaat,Dinner,Non-Veg,Deficit,"Weight Gain,Toning",505,19.8,30.5,17.3,12.8,Low,13,No,No,1 × Sweet Potato Chaat + 1 × w/ Curd,Yes
489,Moong Dal Cheela,Snack,Non-Veg,Surplus,Yoga,227,36.3,39.7,15.4,5.3,Medium,26,No,No,1 × Moong Dal Cheela + 1 × Dry Fruits,No
490,Vegetable Stew + Brown Bread,Dinner,Veg,Balanced,Weight Gain,448,34.2,26.7,7.1,9.5,Medium,9,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Lassi,No
491,Mixed Dal Dosa,Breakfast,Non-Veg,Balanced,"Weight Gain,Toning",327,9,70,8,11.6,High,11,Yes,Yes,1 × Mixed Dal Dosa + 1 × Soup,Yes
492,Pumpkin Soup,Lunch,Veg,Balanced,"Yoga,Weight Loss",617,36.9,76.9,19.5,7.1,High,9,No,Yes,1 × Pumpkin Soup + 1 × Herbal Tea,No
493,Oats Upma + Vegetables,Lunch,Veg,Balanced,"Yoga,Toning",349,10.7,67.8,18.8,4.5,Medium,14,Yes,No,1 × Oats Upma + Vegetables + 1 × Dry Fruits,No
494,Moong Dal Cheela,Lunch,Non-Veg,Surplus,Weight Gain,478,10.2,53.3,20.5,6.7,High,20,Yes,No,1 × Moong Dal Cheela + 1 × Green Tea,Yes
495,Ragi Idli + Sambar,Lunch,Veg,Deficit,Toning,619,28.1,35.1,10.1,6.3,High,19,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Dry Fruits,No
496,Tandoori Chicken Salad,Snack,Veg,Balanced,"Weight Gain,Toning",510,20.6,46,12.1,6.2,Medium,19,Yes,Yes,1 × Tandoori Chicken Salad + 1 × Herbal Tea,No
497,Quinoa Veg Salad,Lunch,Non-Veg,Deficit,"Yoga,Weight Gain",300,25.6,28.2,19.5,2.8,Low,16,No,No,1 × Quinoa Veg Salad + 1 × Chutney,No
498,Sweet Potato Chaat,Snack,Veg,Deficit,"Weight Loss,Yoga",264,36.7,61.3,19.7,12.1,Medium,15,Yes,Yes,1 × Sweet Potato Chaat + 1 × Salad,Yes
499,Mixed Fruit Parfait,Lunch,Veg,Balanced,"Yoga,Toning",490,24.2,41.2,2.1,7.9,Low,16,No,Yes,1 × Mixed Fruit Parfait + 1 × Herbal Tea,No
500,Pesarattu + Peanut Chutney,Breakfast,Veg,Balanced,"Weight Loss,Toning",322,24.1,34.6,11.4,2.6,High,13,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × Soup,Yes
501,Apple Almond Porridge,Lunch,Veg,Surplus,"Yoga,Weight Gain",380,26.3,40.7,22.7,12.3,Medium,20,Yes,No,1 × Apple Almond Porridge + 1 × w/ Curd,Yes
502,Chickpea + Avocado Toast,Breakfast,Non-Veg,Deficit,Toning,208,11.8,51.5,2.9,4.3,High,23,No,No,1 × Chickpea + Avocado Toast + 1 × Coffee,No
503,Vegetable Stew + Brown Bread,Lunch,Non-Veg,Surplus,"Weight Gain,Weight Loss",593,16.5,55,11.6,12.6,Low,30,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × Coffee,No
504,Rajma Rice,Lunch,Non-Veg,Deficit,"Weight Loss,Weight Gain",305,16.9,46.6,4.1,4.3,High,9,Yes,No,1 × Rajma Rice + 1 × Fruit Bowl,No
505,Curd Rice + Fruit Bowl,Lunch,Non-Veg,Surplus,"Toning,Weight Gain",440,9,53.6,22.4,2.4,Low,26,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × Salad,No
506,Curd Rice + Fruit Bowl,Breakfast,Non-Veg,Surplus,"Weight Gain,Yoga",236,12.1,36.2,6.1,7.1,Low,11,Yes,No,1 × Curd Rice + Fruit Bowl + 1 × Soup,No
507,Chana Salad,Lunch,Veg,Surplus,Weight Loss,620,9.5,38.8,12.5,3.4,Low,9,Yes,No,1 × Chana Salad + 1 × Dry Fruits,Yes
508,Sprouts Poha,Lunch,Veg,Surplus,Weight Gain,465,22.9,62.8,15.1,8.9,Low,21,Yes,No,1 × Sprouts Poha + 1 × Chutney,Yes
509,Moong Dal Cheela,Dinner,Non-Veg,Surplus,"Weight Gain,Toning",243,20.1,63.4,14.4,3.9,Low,16,Yes,No,1 × Moong Dal Cheela + 1 × Chutney,No
510,Quinoa Veg Salad,Breakfast,Veg,Deficit,"Toning,Weight Loss",310,19.3,75.4,10.9,13.6,Medium,19,Yes,No,1 × Quinoa Veg Salad + 1 × Soup,Yes
511,Apple Almond Porridge,Dinner,Non-Veg,Surplus,"Weight Loss,Yoga",585,31.3,76.5,13.2,5.9,Medium,14,No,Yes,1 × Apple Almond Porridge + 1 × Dry Fruits,Yes
512,Egg Tomato Bhurji,Dinner,Veg,Deficit,Yoga,534,26.9,52,13,12.5,Medium,26,Yes,No,1 × Egg Tomato Bhurji + 1 × Coffee,Yes
513,Nutri Nuggets Stir Fry,Dinner,Veg,Surplus,Weight Loss,513,33.2,39,8.1,6,Medium,20,Yes,No,1 × Nutri Nuggets Stir Fry + 1 × w/ Curd,No
514,Masoor Dal Curry,Breakfast,Veg,Deficit,Weight Loss,397,32.5,72.7,3.6,12,High,17,No,No,1 × Masoor Dal Curry + 1 × Dry Fruits,Yes
515,Carrot Beet Pancake,Breakfast,Non-Veg,Surplus,Weight Gain,522,19.7,44.3,20.5,3.2,Medium,17,Yes,No,1 × Carrot Beet Pancake + 1 × Salad,No
516,Chickpea + Avocado Toast,Dinner,Non-Veg,Balanced,Weight Loss,639,28.3,37.6,5.3,2.6,Medium,26,No,Yes,1 × Chickpea + Avocado Toast + 1 × Lassi,Yes
517,Pesarattu + Peanut Chutney,Dinner,Veg,Balanced,Weight Gain,418,14.5,73.1,24,11.8,Low,9,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × w/ Curd,No
518,Soya Chaap Curry + Rice,Snack,Veg,Deficit,Toning,410,17.9,77,23.3,9.3,High,18,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Salad,No
519,Paneer Tikka Wrap,Lunch,Non-Veg,Surplus,Yoga,314,7.9,41.2,3,11.6,Low,28,Yes,Yes,1 × Paneer Tikka Wrap + 1 × Soup,Yes
520,Oats Upma + Vegetables,Snack,Veg,Balanced,Toning,466,27.9,77.2,11.2,7.6,High,27,No,No,1 × Oats Upma + Vegetables + 1 × Coffee,Yes
521,Pesarattu + Peanut Chutney,Snack,Veg,Balanced,"Toning,Weight Gain",525,18.6,58.2,13.4,8,High,26,No,No,1 × Pesarattu + Peanut Chutney + 1 × Dry Fruits,Yes
522,Quinoa Veg Salad,Snack,Non-Veg,Deficit,"Yoga,Weight Loss",614,18.9,63,2.6,8.6,Low,26,Yes,No,1 × Quinoa Veg Salad + 1 × Dry Fruits,No
523,Carrot Beet Pancake,Dinner,Non-Veg,Deficit,Yoga,445,34.4,44.3,4,10.7,Medium,21,No,No,1 × Carrot Beet Pancake + 1 × Lassi,No
524,Pesarattu + Peanut Chutney,Snack,Veg,Deficit,"Weight Loss,Yoga",368,32.2,73.5,10.5,4.1,Low,23,Yes,No,1 × Pesarattu + Peanut Chutney + 1 × Dry Fruits,Yes
525,Mixed Fruit Parfait,Snack,Veg,Surplus,"Toning,Yoga",358,14,48.4,21.3,10.9,Low,13,Yes,No,1 × Mixed Fruit Parfait + 1 × Soup,Yes
526,Lentil Roll,Snack,Non-Veg,Deficit,"Yoga,Weight Gain",205,32.4,45.7,17.3,2.7,High,15,Yes,No,1 × Lentil Roll + 1 × Fruit Bowl,No
527,Sweet Potato Chaat,Dinner,Veg,Deficit,Weight Gain,265,24.5,26.6,22.3,11.7,Medium,31,Yes,No,1 × Sweet Potato Chaat + 1 × Coffee,Yes
528,Apple Almond Porridge,Snack,Non-Veg,Surplus,Weight Loss,392,30.8,66.7,22.8,12.1,Medium,22,No,No,1 × Apple Almond Porridge + 1 × Salad,Yes
529,Ragi Idli + Sambar,Lunch,Veg,Balanced,Toning,291,22.4,37.8,6.1,6.7,High,12,No,Yes,1 × Ragi Idli + Sambar + 1 × Salad,Yes
530,Mixed Fruit Parfait,Breakfast,Non-Veg,Surplus,"Weight Gain,Yoga",624,25.8,72.8,6.7,5.8,Medium,19,Yes,Yes,1 × Mixed Fruit Parfait + 1 × Coffee,Yes
531,Grilled Fish + Quinoa,Breakfast,Non-Veg,Surplus,"Toning,Weight Loss",533,12.4,57.9,9.9,3.5,Medium,20,No,Yes,1 × Grilled Fish + Quinoa + 1 × Lassi,No
532,Masoor Dal Curry,Dinner,Non-Veg,Surplus,"Weight Loss,Weight Gain",658,9.3,75.4,9.9,12.9,Low,32,No,Yes,1 × Masoor Dal Curry + 1 × w/ Curd,Yes
533,Lentil Roll,Breakfast,Veg,Balanced,"Yoga,Toning",372,14.3,27.4,10.1,5.4,Medium,25,Yes,Yes,1 × Lentil Roll + 1 × w/ Curd,No
534,Soya Chaap Curry + Rice,Snack,Non-Veg,Balanced,Weight Gain,434,21.4,65.5,17.2,5.1,High,24,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Lassi,Yes
535,Moong Dal Cheela,Lunch,Veg,Deficit,"Weight Loss,Weight Gain",457,16.1,57.5,8,4.6,Medium,9,No,Yes,1 × Moong Dal Cheela + 1 × Green Tea,No
536,Multigrain Paratha + Dahi,Lunch,Non-Veg,Surplus,Yoga,469,24,25.8,11.1,8.1,High,18,No,No,1 × Multigrain Paratha + Dahi + 1 × w/ Curd,Yes
537,Curd Rice + Fruit Bowl,Snack,Veg,Surplus,Weight Loss,403,18.2,67.8,12.1,14,High,13,Yes,Yes,1 × Curd Rice + Fruit Bowl + 1 × Chutney,Yes
538,Rajma Rice,Snack,Non-Veg,Surplus,Toning,282,7.1,32.1,15.6,8.7,Low,11,Yes,No,1 × Rajma Rice + 1 × Herbal Tea,No
539,Carrot Beet Pancake,Breakfast,Non-Veg,Surplus,"Weight Gain,Weight Loss",627,35.3,45.3,7.2,7,Medium,15,Yes,Yes,1 × Carrot Beet Pancake + 1 × Salad,No
540,Rajma Rice,Lunch,Non-Veg,Surplus,"Weight Loss,Weight Gain",640,34.5,66.1,18.3,8.5,Low,9,No,Yes,1 × Rajma Rice + 1 × Soup,Yes
541,Ragi Idli + Sambar,Snack,Non-Veg,Surplus,"Yoga,Weight Loss",270,16.8,73,5.9,10.5,Low,21,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Coffee,Yes
542,Tandoori Chicken Salad,Snack,Veg,Surplus,"Weight Gain,Toning",202,36.5,24.3,12.8,11.1,Low,30,Yes,No,1 × Tandoori Chicken Salad + 1 × Fruit Bowl,No
543,Spinach Corn Rotis,Snack,Non-Veg,Deficit,"Yoga,Weight Gain",418,17.7,78.5,18.9,6,High,21,No,No,1 × Spinach Corn Rotis + 1 × Green Tea,No
544,Sprouts Poha,Snack,Non-Veg,Balanced,Yoga,197,30.9,30.1,8.3,11.9,High,30,Yes,No,1 × Sprouts Poha + 1 × Soup,No
545,Sweet Potato Chaat,Dinner,Veg,Balanced,"Weight Loss,Yoga",368,10,32.4,9.2,4.9,Medium,23,Yes,No,1 × Sweet Potato Chaat + 1 × Chutney,Yes
546,Pumpkin Soup,Breakfast,Veg,Balanced,"Weight Gain,Toning",495,28.4,30.1,17,13.7,Medium,14,Yes,Yes,1 × Pumpkin Soup + 1 × Dry Fruits,Yes
547,Chana Salad,Breakfast,Veg,Surplus,"Yoga,Toning",575,19.8,40.3,16,8.4,High,21,Yes,Yes,1 × Chana Salad + 1 × Coffee,Yes
548,Mixed Dal Dosa,Lunch,Non-Veg,Surplus,"Toning,Weight Loss",248,24.6,51.7,11.6,8,Medium,19,Yes,Yes,1 × Mixed Dal Dosa + 1 × Fruit Bowl,No
549,Moong Dal Cheela,Breakfast,Veg,Balanced,"Toning,Yoga",406,31.5,25.4,5.7,13.6,Low,18,Yes,No,1 × Moong Dal Cheela + 1 × Herbal Tea,No
550,Multigrain Paratha + Dahi,Lunch,Veg,Surplus,"Weight Loss,Toning",292,34.1,43,4.1,8.2,High,27,Yes,Yes,1 × Multigrain Paratha + Dahi + 1 × Soup,No
551,Egg Tomato Bhurji,Dinner,Veg,Surplus,Weight Loss,537,14.3,64.2,17.6,7,Low,26,No,No,1 × Egg Tomato Bhurji + 1 × Chutney,Yes
552,Soya Chaap Curry + Rice,Dinner,Veg,Balanced,"Weight Loss,Yoga",508,31.2,55.2,5.2,9.3,Low,13,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Green Tea,Yes
553,Masoor Dal Curry,Dinner,Veg,Balanced,Toning,606,7.9,76.2,22,10.6,Low,28,Yes,Yes,1 × Masoor Dal Curry + 1 × Soup,No
554,Grilled Fish + Quinoa,Snack,Veg,Surplus,"Weight Loss,Weight Gain",370,23.1,47.9,20,9.4,Medium,8,Yes,No,1 × Grilled Fish + Quinoa + 1 × Coffee,No
555,Spinach Corn Rotis,Lunch,Veg,Balanced,Weight Loss,524,7.5,72.7,9.7,7.7,Medium,22,Yes,No,1 × Spinach Corn Rotis + 1 × Chutney,Yes
556,Ragi Idli + Sambar,Lunch,Non-Veg,Surplus,"Toning,Yoga",624,27,67.9,21.7,11.2,Low,9,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Coffee,No
557,Chickpea + Avocado Toast,Breakfast,Veg,Surplus,"Weight Loss,Yoga",489,30.8,41.1,22,12.2,Low,13,Yes,Yes,1 × Chickpea + Avocado Toast + 1 × Salad,No
558,Sprouts Poha,Dinner,Non-Veg,Surplus,"Toning,Weight Gain",661,20.1,73.5,7.8,6.2,High,22,Yes,No,1 × Sprouts Poha + 1 × Herbal Tea,No
559,Moong Dal Cheela,Dinner,Veg,Surplus,Weight Gain,328,20.7,36.7,9.7,7.8,High,27,Yes,Yes,1 × Moong Dal Cheela + 1 × Dry Fruits,No
560,Carrot Beet Pancake,Lunch,Veg,Surplus,Weight Gain,618,9.5,38.9,18.9,14,Low,30,No,No,1 × Carrot Beet Pancake + 1 × w/ Curd,No
561,Soya Chaap Curry + Rice,Dinner,Veg,Deficit,"Weight Loss,Yoga",240,34.9,56.7,20.7,10.9,Medium,18,No,Yes,1 × Soya Chaap Curry + Rice + 1 × Soup,No
562,Chana Salad,Snack,Non-Veg,Deficit,"Weight Loss,Yoga",463,7.4,29.4,4.4,10.1,Medium,25,No,No,1 × Chana Salad + 1 × Herbal Tea,Yes
563,Lentil Roll,Dinner,Veg,Surplus,Yoga,388,20.2,35.3,12.6,9.9,High,16,No,No,1 × Lentil Roll + 1 × Fruit Bowl,No
564,Curd Rice + Fruit Bowl,Lunch,Non-Veg,Balanced,"Yoga,Toning",479,25,57.2,12,12.4,Medium,25,No,No,1 × Curd Rice + Fruit Bowl + 1 × Green Tea,No
565,Apple Almond Porridge,Snack,Non-Veg,Balanced,"Yoga,Weight Gain",503,8,52.9,17.6,3.7,High,16,Yes,No,1 × Apple Almond Porridge + 1 × Soup,Yes
566,Paneer Tikka Wrap,Snack,Veg,Balanced,"Toning,Weight Loss",509,8.2,40.1,16.2,13.8,High,14,Yes,Yes,1 × Paneer Tikka Wrap + 1 × Green Tea,Yes
567,Sprouts Poha,Breakfast,Non-Veg,Balanced,Weight Gain,228,14.9,78.1,17.5,12,Medium,24,Yes,No,1 × Sprouts Poha + 1 × w/ Curd,Yes
568,Multigrain Paratha + Dahi,Snack,Non-Veg,Surplus,Weight Loss,431,8,51.7,21.9,10.9,Low,29,Yes,No,1 × Multigrain Paratha + Dahi + 1 × Coffee,No
569,Nutri Nuggets Stir Fry,Breakfast,Veg,Deficit,Weight Loss,236,11.5,27.6,19.3,9.2,Low,17,No,Yes,1 × Nutri Nuggets Stir Fry + 1 × Coffee,Yes
570,Sprouts Poha,Dinner,Non-Veg,Surplus,Weight Gain,318,23.1,47.6,5,8.9,Medium,23,Yes,No,1 × Sprouts Poha + 1 × Soup,Yes
571,Moong Dal Cheela,Snack,Veg,Surplus,"Yoga,Weight Loss",315,25.8,57.8,16.5,11,High,24,Yes,Yes,1 × Moong Dal Cheela + 1 × Coffee,No
572,Ragi Idli + Sambar,Lunch,Non-Veg,Balanced,Toning,260,21,59,20,9,Low,13,Yes,Yes,1 × Ragi Idli + Sambar + 1 × Coffee,Yes
573,Oats Upma + Vegetables,Dinner,Veg,Deficit,Yoga,241,13.4,75.1,12.8,13.5,High,20,No,Yes,1 × Oats Upma + Vegetables + 1 × Dry Fruits,Yes
574,Moong Dal Cheela,Snack,Veg,Deficit,"Weight Gain,Weight Loss",518,35.8,76.5,6.8,5,High,17,No,No,1 × Moong Dal Cheela + 1 × Salad,No
575,Moong Dal Cheela,Lunch,Veg,Deficit,Weight Gain,204,32.6,53.2,13.1,11.3,Medium,17,No,Yes,1 × Moong Dal Cheela + 1 × Salad,No
576,Grilled Fish + Quinoa,Lunch,Non-Veg,Balanced,"Yoga,Toning",624,20.6,38.6,3.7,12.8,High,28,No,Yes,1 × Grilled Fish + Quinoa + 1 × Dry Fruits,No
577,Sprouts Poha,Lunch,Veg,Deficit,"Toning,Yoga",426,34.1,49.5,4.6,5.6,Medium,32,No,Yes,1 × Sprouts Poha + 1 × Fruit Bowl,Yes
578,Multigrain Paratha + Dahi,Breakfast,Non-Veg,Deficit,"Yoga,Weight Loss",269,18.3,70,10.3,3.5,Low,13,No,Yes,1 × Multigrain Paratha + Dahi + 1 × Herbal Tea,No
579,Carrot Beet Pancake,Breakfast,Veg,Surplus,"Toning,Weight Loss",276,26.5,72.4,13.5,4,Low,8,No,Yes,1 × Carrot Beet Pancake + 1 × Fruit Bowl,Yes
580,Apple Almond Porridge,Breakfast,Veg,Deficit,"Yoga,Weight Loss",483,14.6,69.9,3.5,2.4,High,13,No,No,1 × Apple Almond Porridge + 1 × Chutney,Yes
581,Chana Salad,Dinner,Veg,Surplus,Toning,446,16.2,42.3,4.8,9.4,Low,24,No,Yes,1 × Chana Salad + 1 × Soup,Yes
582,Chicken Broccoli Salad,Dinner,Veg,Deficit,Weight Gain,244,36.3,42.6,4.9,7.2,High,10,No,Yes,1 × Chicken Broccoli Salad + 1 × Soup,No
583,Palak Corn Sandwich,Dinner,Veg,Surplus,Weight Loss,386,26.1,73.5,19.5,13.2,High,24,Yes,Yes,1 × Palak Corn Sandwich + 1 × Green Tea,Yes
584,Rajma Rice,Snack,Veg,Balanced,"Toning,Weight Loss",621,13.7,32.6,12.7,10.8,High,28,No,No,1 × Rajma Rice + 1 × Salad,Yes
585,Vegetable Stew + Brown Bread,Snack,Non-Veg,Deficit,"Yoga,Weight Gain",237,25.7,28.4,19.9,12.4,High,28,Yes,Yes,1 × Vegetable Stew + Brown Bread + 1 × w/ Curd,Yes
586,Spinach Corn Rotis,Lunch,Veg,Surplus,Weight Loss,349,26.9,32.9,5.5,3.8,Low,13,Yes,Yes,1 × Spinach Corn Rotis + 1 × Lassi,Yes
587,Mixed Fruit Parfait,Breakfast,Veg,Balanced,"Toning,Weight Loss",266,34.3,77,11.8,3.2,Low,25,No,No,1 × Mixed Fruit Parfait + 1 × Fruit Bowl,No
588,Palak Corn Sandwich,Breakfast,Non-Veg,Balanced,Weight Loss,535,16.8,36.5,4.2,11.6,Low,14,No,Yes,1 × Palak Corn Sandwich + 1 × Lassi,Yes
589,Soya Chaap Curry + Rice,Dinner,Non-Veg,Deficit,"Yoga,Weight Gain",448,20.6,53.7,15.2,8.9,High,22,No,No,1 × Soya Chaap Curry + Rice + 1 × Fruit Bowl,Yes
590,Carrot Beet Pancake,Dinner,Non-Veg,Balanced,Toning,470,12.9,40.7,5.1,7,Medium,11,No,Yes,1 × Carrot Beet Pancake + 1 × Salad,No
591,Moong Dal Cheela,Snack,Non-Veg,Balanced,Weight Gain,430,33.5,34.5,22.7,3.5,Low,24,Yes,Yes,1 × Moong Dal Cheela + 1 × Chutney,Yes
592,Apple Almond Porridge,Lunch,Veg,Balanced,"Weight Loss,Toning",379,16.6,34.3,14.4,13.7,High,16,Yes,No,1 × Apple Almond Porridge + 1 × Lassi,Yes
593,Ragi Idli + Sambar,Breakfast,Veg,Deficit,Yoga,432,24.8,42.7,22.8,3.7,Low,9,No,Yes,1 × Ragi Idli + Sambar + 1 × Herbal Tea,Yes
594,Egg Tomato Bhurji,Lunch,Non-Veg,Surplus,"Yoga,Toning",229,22.7,59.9,9.2,13.6,High,27,Yes,No,1 × Egg Tomato Bhurji + 1 × Soup,Yes
595,Oats Upma + Vegetables,Breakfast,Veg,Deficit,"Yoga,Toning",621,15.7,73.8,9.7,11.8,Medium,12,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Salad,No
596,Apple Almond Porridge,Snack,Non-Veg,Deficit,"Toning,Yoga",645,15.7,63.3,2.9,12.2,High,13,Yes,Yes,1 × Apple Almond Porridge + 1 × Soup,Yes
597,Moong Dal Cheela,Lunch,Non-Veg,Balanced,"Yoga,Toning",364,17.2,63.4,15,2.8,Medium,22,No,Yes,1 × Moong Dal Cheela + 1 × Dry Fruits,Yes
598,Sweet Potato Chaat,Lunch,Non-Veg,Surplus,Toning,335,29.3,36.8,22.9,6.5,High,25,Yes,No,1 × Sweet Potato Chaat + 1 × Lassi,No
599,Soya Chaap Curry + Rice,Breakfast,Non-Veg,Deficit,"Weight Loss,Yoga",337,33.5,70,7.8,13.4,High,19,No,Yes,1 × Soya Chaap Curry + Rice + 1 × w/ Curd,Yes
600,Carrot Beet Pancake,Dinner,Veg,Deficit,"Yoga,Weight Loss",668,13.1,56.4,6.3,14,Low,27,No,No,1 × Carrot Beet Pancake + 1 × Lassi,No
